Date,Real,Predict
29/06,0,0
30/06,0,0
01/07,0,0
02/07,0,0
03/07,0,0
04/07,0,0
05/07,1,1
06/07,1,1
07/07,1,1
08/07,1,1
09/07,1,18
10/07,1,18
11/07,1,19
12/07,2,21
13/07,2,26
14/07,2,26
15/07,3,29
16/07,3,32
17/07,3,34
18/07,4,34
19/07,4,37
20/07,4,39
21/07,4,41
22/07,4,42
23/07,5,43
24/07,6,45
25/07,6,48
26/07,7,48
27/07,8,50
28/07,9,53
29/07,10,54
30/07,11,55
31/07,14,56
01/08,16,60
02/08,19,63
03/08,21,66
04/08,25,69
05/08,28,73
06/08,29,76
07/08,30,77
08/08,31,78
09/08,32,80
10/08,40,81
11/08,41,131
12/08,49,183
13/08,51,237
14/08,57,291
15/08,,347
16/08,,403
17/08,,461
18/08,,519
19/08,,578
20/08,,639
21/08,,700
