Date,Real,Predict
29/06,70,70
30/06,87,87
01/07,40,40
02/07,24,24
03/07,21,21
04/07,18,18
05/07,1,1
06/07,20,20
07/07,24,24
08/07,25,25
09/07,25,30
10/07,30,30
11/07,11,36
12/07,7,13
13/07,8,9
14/07,9,10
15/07,5,11
16/07,7,6
17/07,5,8
18/07,5,6
19/07,5,6
20/07,7,6
21/07,7,9
22/07,8,9
23/07,8,9
24/07,7,9
25/07,10,8
26/07,8,12
27/07,7,9
28/07,8,9
29/07,9,9
30/07,17,11
31/07,17,19
01/08,19,19
02/08,19,21
03/08,18,21
04/08,5,20
05/08,9,5
06/08,8,10
07/08,26,9
08/08,27,29
09/08,55,31
10/08,51,61
11/08,59,57
12/08,49,66
13/08,60,55
14/08,34,67
15/08,34,38
16/08,41,38
17/08,50,46
18/08,38,57
19/08,51,42
20/08,58,57
21/08,52,64
22/08,60,58
23/08,74,68
24/08,61,83
25/08,66,68
26/08,65,74
27/08,39,73
28/08,32,43
29/08,38,36
30/08,,40
31/08,,45
01/09,,50
02/09,,55
03/09,,61
04/09,,68
05/09,,75
06/09,,84
07/09,,93
08/09,,103
09/09,,113
10/09,,126
11/09,,139
12/09,,154
13/09,,170
